30,30,ngascealumni,20,riya,riya,11/29/2021 10:58,12/2/2021 10:54
31,31,ngascealumni,5,riya,riya,11/29/2021 10:58,12/2/2021 10:54
32,32,ngascealumni,52,riya,riya,11/29/2021 10:58,12/2/2021 10:54
33,33,ngascealumni,70,riya,riya,11/29/2021 10:58,12/2/2021 10:55
34,34,ngascealumni,44,riya,riya,11/29/2021 10:58,1/4/2022 20:17
35,35,ngascealumni,67,riya,riya,11/29/2021 10:58,12/2/2021 10:55
36,36,ngascealumni,43,riya,riya,11/29/2021 10:58,12/2/2021 10:56
37,37,ngascealumni,6,riya,riya,11/29/2021 10:58,12/2/2021 10:56
38,38,ngascealumni,54,riya,riya,11/29/2021 10:58,12/2/2021 10:57
39,39,ngascealumni,45,riya,riya,11/29/2021 10:58,12/2/2021 10:57
40,40,ngascealumni,64,riya,riya,11/29/2021 10:58,12/2/2021 10:57
41,41,ngascealumni,23,riya,riya,11/29/2021 10:58,12/2/2021 10:58
42,42,ngascealumni,53,riya,riya,11/29/2021 10:58,12/2/2021 10:58
43,43,ngascealumni,62,riya,riya,11/29/2021 10:58,12/2/2021 10:59
44,44,ngascealumni,17,riya,riya,11/29/2021 10:58,12/2/2021 10:59
45,45,ngascealumni,22,riya,riya,11/29/2021 10:58,12/2/2021 11:00
46,46,ngascealumni,71,riya,riya,11/29/2021 10:58,12/2/2021 11:00
47,47,ngascealumni,47,riya,riya,11/29/2021 10:58,12/2/2021 11:00
48,48,ngascealumni,46,riya,riya,11/29/2021 10:58,12/2/2021 11:01
49,49,ngascealumni,56,riya,riya,11/29/2021 10:58,12/2/2021 11:01
50,50,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
51,51,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
52,52,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
53,53,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
54,54,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
55,55,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
56,56,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
57,57,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
58,58,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
59,59,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
60,60,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
61,61,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
62,62,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
63,63,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
64,64,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
65,65,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
66,66,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
67,67,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
68,68,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
69,69,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
70,70,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
71,71,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
72,72,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
73,73,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
74,74,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
75,75,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
76,76,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
77,77,programCompletion,0,abhay,abhay,9/30/2022 2:16,9/30/2022 2:16
78,78,topInSubject,1,manasi,manasi,10/13/2022 17:04,10/13/2022 17:04
79,79,topInSubject,2,manasi,manasi,10/13/2022 17:04,10/13/2022 17:04
80,80,topInSubject,3,manasi,manasi,10/13/2022 17:04,10/13/2022 17:04
81,81,topInSubject,4,manasi,manasi,10/13/2022 17:04,10/13/2022 17:04
82,82,topInSubject,5,manasi,manasi,10/13/2022 17:04,10/13/2022 17:04
83,83,topInAssignment,1,abhay,abhay,10/29/2022 0:36,10/29/2022 0:36
84,84,topInAssignment,2,abhay,abhay,10/29/2022 0:36,10/29/2022 0:36
85,85,topInAssignment,3,abhay,abhay,10/29/2022 0:36,10/29/2022 0:36
86,86,topInAssignment,4,abhay,abhay,10/29/2022 0:36,10/29/2022 0:36
87,87,topInAssignment,5,abhay,abhay,10/29/2022 0:36,10/29/2022 0:36
88,88,topInSemester,1,abhay,abhay,10/29/2022 4:07,10/29/2022 4:07
89,89,topInSemester,2,abhay,abhay,10/29/2022 4:07,10/29/2022 4:07
90,90,topInSemester,3,abhay,abhay,10/29/2022 4:07,10/29/2022 4:07
91,91,topInSemester,4,abhay,abhay,10/29/2022 4:07,10/29/2022 4:07
92,92,topInSemester,5,abhay,abhay,10/29/2022 4:07,10/29/2022 4:07
93,93,topInTEE,1,abhay,abhay,11/12/2022 2:08,11/12/2022 2:08
94,94,topInTEE,2,abhay,abhay,11/12/2022 2:08,11/12/2022 2:08
95,95,topInTEE,3,abhay,abhay,11/12/2022 2:08,11/12/2022 2:08
96,96,topInTEE,4,abhay,abhay,11/12/2022 2:08,11/12/2022 2:08
97,97,topInTEE,5,abhay,abhay,11/12/2022 2:08,11/12/2022 2:08
98,98,appearForTEE,0,swarup,swarup,11/26/2022 2:27,11/26/2022 2:27
99,99,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
100,100,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
101,101,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
102,102,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
103,103,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
104,104,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
105,105,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
106,106,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
107,107,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
108,108,programCompletion,0,abhay,abhay,12/10/2022 0:48,12/10/2022 0:48
109,109,programCompletion,0,abhay,abhay,12/10/2022 1:19,12/10/2022 1:19
110,110,programCompletion,0,abhay,abhay,12/10/2022 1:19,12/10/2022 1:19
111,111,programCompletion,0,abhay,abhay,12/10/2022 1:19,12/10/2022 1:19
112,112,programCompletion,0,abhay,abhay,12/10/2022 1:19,12/10/2022 1:19
113,113,programCompletion,0,abhay,abhay,12/10/2022 1:19,12/10/2022 1:19
114,114,programCompletion,0,abhay,abhay,12/10/2022 1:19,12/10/2022 1:19
115,115,programCompletion,0,abhay,abhay,12/10/2022 1:19,12/10/2022 1:19
116,116,programCompletion,0,abhay,abhay,12/10/2022 1:19,12/10/2022 1:19
117,117,programCompletion,0,abhay,abhay,12/10/2022 1:19,12/10/2022 1:19
118,118,portalVisitStreak,3,aneel,aneel,12/27/2022 11:50,12/27/2022 11:53
119,119,portalVisitStreak,5,aneel,aneel,12/27/2022 11:55,12/27/2022 11:55
120,120,portalVisitStreak,7,aneel,aneel,12/27/2022 11:55,12/27/2022 11:55
121,121,portalVisitStreak,10,aneel,aneel,12/27/2022 11:55,12/27/2022 11:55
122,122,portalVisitStreak,15,aneel,aneel,12/27/2022 11:55,12/27/2022 11:55
123,123,programCompletion,0,abhay,abhay,1/3/2023 10:48,1/3/2023 10:48
124,124,topInProgram,1,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
125,125,topInProgram,2,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
126,126,topInProgram,3,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
127,127,topInProgram,4,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
128,128,topInProgram,5,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
129,129,topInProgram,6,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
130,130,topInProgram,7,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
131,131,topInProgram,8,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
132,132,topInProgram,9,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
133,133,topInProgram,10,abhay,abhay,1/21/2023 13:28,1/21/2023 13:28
134,134,programCompletion,134,Suraj,Suraj,4/5/2023 9:48,4/5/2023 9:48
135,135,programCompletion,135,Suraj,Suraj,4/5/2023 9:48,4/5/2023 9:48
136,136,Test Badge - Badge Title,1,NMSCEMUADMIN01,NMSCEMUADMIN01,11/16/2023 15:31,11/16/2023 15:31
137,137,Test Custom Bage  - Title,1,77777777132,77777777132,11/23/2023 11:27,11/23/2023 11:27
138,138,Ignite,1,mittal.g,mittal.g,1/29/2024 14:40,1/29/2024 14:40
139,139,Ignite 2024,1,mittal.g,mittal.g,1/29/2024 15:46,1/29/2024 15:46
140,140,GG-2024,1,mittal.g,mittal.g,2/17/2024 12:50,2/17/2024 12:50
141,141,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
142,142,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
143,143,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
144,144,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
145,145,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
146,146,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
147,147,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
148,148,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
149,149,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
150,150,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
151,151,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
152,152,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
153,153,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
154,154,programCompletionMBAWX,0,vikas,vikas,3/3/2024 11:07,3/3/2024 11:07
155,155,HI v/s AI (Human Intelligence versus Artificial),1,mittal.g,mittal.g,3/16/2024 17:00,3/16/2024 17:00
156,156,Mr. Geogi Zachariah,1,mittal.g,mittal.g,4/1/2024 17:09,4/1/2024 17:09
157,157,Mr. AnandBhatnagar,1,mittal.g,mittal.g,4/1/2024 17:21,4/1/2024 17:21
158,158,Testing XYZ ,1,mittal.g,mittal.g,4/18/2024 12:04,4/18/2024 12:04
159,159,Digital Transformation in Logistics ,1,mittal.g,mittal.g,4/18/2024 13:45,4/18/2024 13:45
160,160,Unleashing the Potential of Women in theWorkplace,1,mittal.g,mittal.g,4/19/2024 15:01,4/19/2024 15:01
161,161,Teachers Day Student Engagement A padlet,1,mittal.g,mittal.g,4/22/2024 16:36,4/22/2024 16:36
162,162,Creating Brand Experience: Noise vs Meaning,1,mittal.g,mittal.g,4/22/2024 16:39,4/22/2024 16:39
163,163,Digital mantras for transforming CX,1,mittal.g,mittal.g,4/22/2024 17:03,4/22/2024 17:03
164,164,Mr. Amit Narayan,1,mittal.g,mittal.g,5/8/2024 15:28,5/8/2024 15:28
165,165,topInTerm,1,admin,admin,7/11/2024 8:34,7/11/2024 8:34
166,166,topInTerm,2,admin,admin,7/11/2024 8:34,7/11/2024 8:34
167,167,topInTerm,3,admin,admin,7/11/2024 8:35,7/11/2024 8:35
168,168,topInTerm,4,admin,admin,7/11/2024 8:35,7/11/2024 8:35
169,169,topInTerm,5,admin,admin,7/11/2024 8:35,7/11/2024 8:35
